交易时间,公众账号ID,商户号,特约商户号,设备号,微信订单号,商户订单号,用户标识,交易类型,交易状态,付款银行,货币种类,应结订单金额,代金券金额,微信退款单号,商户退款单号,退款金额,充值券退款金额,退款类型,退款状态,商品名称,商户数据包,手续费,费率,订单金额,申请退款金额,费率备注
`2025-09-01 09:20:41,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002745202509019828515940,`63sbtaf_t1vyd7,`oGwbL5GxDPFm8a1j1b1UfiPWZlRw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 18:51:17,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002746202509013039484397,`8dbt5ib_t1wotc,`oGwbL5Gh9_xfxaR4Gsq3k2pPX_uU,`JSAPI,`SUCCESS,`OTHERS,`CNY,`7.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`7.00,`0.00,`
`2025-09-01 18:55:27,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002746202509013039484397,`8dbt5ib_t1wotc,`oGwbL5Gh9_xfxaR4Gsq3k2pPX_uU,`JSAPI,`REFUND,`OTHERS,`CNY,`0.00,`0.00,`50303704712025090178974760078,`8dbt5ib_t1wp0f,`7.00,`0.00,`ORIGINAL,`SUCCESS,`快递发往-陕西省延安市,`,`-0.04000,`0.54%,`0.00,`7.00,`
`2025-09-01 21:14:02,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002746202509013195520423,`6zvdb18_t1wvf7,`oGwbL5O_FBTl9622gKF8ZraYSiPA,`JSAPI,`SUCCESS,`CIB_CREDIT,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 19:05:59,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002746202509013287078705,`7659idh_t1wpht,`oGwbL5CbzNOT0FUnEKswCheOjm-8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 16:27:18,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002746202509014956105014,`8jrdvyk_t1wi5b,`oGwbL5HudJXb6ztDzUtEmpd41v1c,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 08:29:50,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002746202509015185169244,`659ksj0_t1vw1f,`oGwbL5G2_jpjBICYtJZSMIAYOb2U,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 18:58:14,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002746202509016308816074,`8po7uk0_t1wp4x,`oGwbL5I6ATu_7kwydZHQ5C9ePxWk,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 17:48:50,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002746202509016723567329,`63sbtaf_t1wlx8,`oGwbL5GxDPFm8a1j1b1UfiPWZlRw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 19:34:25,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002746202509017427828005,`8ofa8l7_t1wqt7,`oGwbL5M6S3RGvuqPK5HbIQx7V37k,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 17:17:33,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002746202509018429090138,`8po7uk0_t1wkh3,`oGwbL5I6ATu_7kwydZHQ5C9ePxWk,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 18:54:16,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002747202509012302416419,`6zvdb18_t1woy8,`oGwbL5O_FBTl9622gKF8ZraYSiPA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 21:23:09,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002747202509016884286952,`653qgij_t1wvu5,`oGwbL5LBy2F_SXEZKxh7jixi4QQ0,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 20:58:28,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002747202509017244976189,`6zj480j_t1wupb,`oGwbL5DzItCwSPJVrQcGYfDdu3JA,`JSAPI,`SUCCESS,`ABC_CREDIT,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 12:30:50,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002748202509010160463084,`8679oxn_t1w778,`oGwbL5LkzeHawClZeaJJg94j93vI,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 11:01:44,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002748202509011607752882,`868edz5_t1w32q,`oGwbL5GwbwrTv1dEYIm4WLaQYQy8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`7.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`7.00,`0.00,`
`2025-09-01 18:49:54,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002748202509014999992227,`6dr1t5v_t1woqq,`oGwbL5EQR6BDwKoPCf02_1zJ00Kg,`JSAPI,`SUCCESS,`ABC_CREDIT,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 19:08:44,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002748202509014999992227,`6dr1t5v_t1woqq,`oGwbL5EQR6BDwKoPCf02_1zJ00Kg,`JSAPI,`REFUND,`ABC_CREDIT,`CNY,`0.00,`0.00,`50302704702025090122799701970,`6dr1t5v_t1wpmk,`6.00,`0.00,`ORIGINAL,`SUCCESS,`快递发往-陕西省延安市,`,`-0.03000,`0.54%,`0.00,`6.00,`
`2025-09-01 21:43:12,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002748202509015610132474,`8ofamon_t1wwrt,`oGwbL5GXYya4x_ykQYE7aoVBbsQU,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 14:35:24,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002748202509015864276735,`66quu1m_t1wcyu,`oGwbL5LPQ35WTFuCtrd6DIFAXD2Q,`JSAPI,`SUCCESS,`OTHERS,`CNY,`8.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`8.00,`0.00,`
`2025-09-01 17:49:54,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002748202509018501579684,`659ksj0_t1wlyw,`oGwbL5G2_jpjBICYtJZSMIAYOb2U,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 20:23:04,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002748202509019962508591,`66quu1m_t1wt2a,`oGwbL5LPQ35WTFuCtrd6DIFAXD2Q,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 18:25:45,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002749202509011718925990,`868edz5_t1wnmr,`oGwbL5GwbwrTv1dEYIm4WLaQYQy8,`JSAPI,`SUCCESS,`SXXH_DEBIT,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 21:53:36,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002749202509014448466283,`8ofamon_t1wx91,`oGwbL5GXYya4x_ykQYE7aoVBbsQU,`JSAPI,`SUCCESS,`OTHERS,`CNY,`8.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`8.00,`0.00,`
`2025-09-01 14:00:08,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002749202509015148690510,`7659idh_t1wbc3,`oGwbL5CbzNOT0FUnEKswCheOjm-8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 15:38:54,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002749202509015319441519,`63sbtaf_t1wfwo,`oGwbL5GxDPFm8a1j1b1UfiPWZlRw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 18:29:58,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002749202509016453499218,`7ch64yw_t1wntp,`oGwbL5DPYZHy_J7wH8DGmjR4Ypns,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 19:13:47,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002749202509016973797753,`659ksj0_t1wpuj,`oGwbL5G2_jpjBICYtJZSMIAYOb2U,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 18:53:36,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002749202509017032096996,`6zvdb18_t1wox7,`oGwbL5O_FBTl9622gKF8ZraYSiPA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 17:28:19,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002749202509017966918804,`8jrdvyk_t1wkz0,`oGwbL5HudJXb6ztDzUtEmpd41v1c,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 14:48:44,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002749202509018996088809,`7659idh_t1wdl4,`oGwbL5CbzNOT0FUnEKswCheOjm-8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 10:50:57,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002749202509019744969506,`63sbtaf_t1w2kp,`oGwbL5GxDPFm8a1j1b1UfiPWZlRw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 15:50:40,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002750202509010518359100,`7659idh_t1wgga,`oGwbL5CbzNOT0FUnEKswCheOjm-8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 22:43:56,`wxc6ff511796ec714a,`1635060558,`1678799823,`,`4200002750202509011968424475,`8ofamon_t1wzho,`oGwbL5GXYya4x_ykQYE7aoVBbsQU,`JSAPI,`SUCCESS,`OTHERS,`CNY,`9.90,`0.00,`0,`0,`0.00,`0.00,`,`,`团购商品,`,`0.05000,`0.54%,`9.90,`0.00,`
`2025-09-01 19:26:39,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002750202509013290551999,`7659idh_t1wqg9,`oGwbL5CbzNOT0FUnEKswCheOjm-8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 20:05:52,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002750202509013958654780,`7659idh_t1ws9k,`oGwbL5CbzNOT0FUnEKswCheOjm-8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`7.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`7.00,`0.00,`
`2025-09-01 20:41:14,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002750202509015297994397,`66quu1m_t1wtwj,`oGwbL5LPQ35WTFuCtrd6DIFAXD2Q,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 20:09:12,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002750202509016581254917,`7bfy22e_t1wsf6,`oGwbL5Ft8eJNyS_8cpbKAfJG6XuE,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 12:06:32,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002750202509018297533605,`8opzxm1_t1w62q,`oGwbL5MnlHSXTnO2bYhoLBqv4W7s,`JSAPI,`SUCCESS,`OTHERS,`CNY,`12.50,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.07000,`0.54%,`12.50,`0.00,`
`2025-09-01 11:01:00,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002750202509018722399593,`659ksj0_t1w31j,`oGwbL5G2_jpjBICYtJZSMIAYOb2U,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 08:33:07,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002750202509019014001009,`6zvdb18_t1vw71,`oGwbL5O_FBTl9622gKF8ZraYSiPA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`8.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`8.00,`0.00,`
`2025-09-01 17:14:11,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002751202509010098767905,`8jrdvyk_t1wk1k,`oGwbL5HudJXb6ztDzUtEmpd41v1c,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-09-01 20:07:17,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002751202509011008157883,`7bfy22e_t1wsby,`oGwbL5Ft8eJNyS_8cpbKAfJG6XuE,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
