交易时间,公众账号ID,商户号,特约商户号,设备号,微信订单号,商户订单号,用户标识,交易类型,交易状态,付款银行,货币种类,应结订单金额,代金券金额,微信退款单号,商户退款单号,退款金额,充值券退款金额,退款类型,退款状态,商品名称,商户数据包,手续费,费率,订单金额,申请退款金额,费率备注
`2025-07-01 09:11:26,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002412202507019909967655,`63sbtaf_syp4mw,`oGwbL5GxDPFm8a1j1b1UfiPWZlRw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 18:02:48,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002669202507010300253171,`63sbtaf_sypt8h,`oGwbL5GxDPFm8a1j1b1UfiPWZlRw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 16:40:41,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002669202507013518118963,`7659idh_syppfp,`oGwbL5CbzNOT0FUnEKswCheOjm-8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 18:43:57,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002669202507014066258887,`8jrdvyk_sypv52,`oGwbL5HudJXb6ztDzUtEmpd41v1c,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 10:36:06,`wxc6ff511796ec714a,`1635060558,`1678799823,`,`4200002669202507014386434073,`6dqgkpe_syp8jz,`oGwbL5GxDPFm8a1j1b1UfiPWZlRw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`9.90,`0.00,`0,`0,`0.00,`0.00,`,`,`团购商品,`,`0.05000,`0.54%,`9.90,`0.00,`
`2025-07-01 17:19:40,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002669202507016546851853,`66quu1m_sypr8n,`oGwbL5LPQ35WTFuCtrd6DIFAXD2Q,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 20:31:58,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002669202507018743378114,`66quu1m_syq04q,`oGwbL5LPQ35WTFuCtrd6DIFAXD2Q,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 18:39:03,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002669202507019790068585,`66quu1m_sypuwv,`oGwbL5LPQ35WTFuCtrd6DIFAXD2Q,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 12:22:22,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002670202507011836860653,`66quu1m_sypdh4,`oGwbL5LPQ35WTFuCtrd6DIFAXD2Q,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 11:39:35,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002670202507013987180169,`96m7lim_sypbht,`oGwbL5DlRbsYB__m2aoBCgNSGduM,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 08:53:23,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002670202507016824724829,`6zv9ave_syp3sp,`oGwbL5Ik6N77gAnLvNFh1BXP3lqc,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 11:11:43,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002670202507016926989079,`8dbt5ib_sypa7e,`oGwbL5Gh9_xfxaR4Gsq3k2pPX_uU,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 17:09:19,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002670202507017087125233,`63sbtaf_sypqrd,`oGwbL5GxDPFm8a1j1b1UfiPWZlRw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`8.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`8.00,`0.00,`
`2025-07-01 20:08:31,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507011724422492,`8679oxn_sypz1u,`oGwbL5LkzeHawClZeaJJg94j93vI,`JSAPI,`SUCCESS,`OTHERS,`CNY,`15.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.08000,`0.54%,`15.00,`0.00,`
`2025-07-01 14:36:17,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507012029625305,`868edz5_sypjoc,`oGwbL5GwbwrTv1dEYIm4WLaQYQy8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 19:40:49,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507012051242877,`6zj480j_sypxrv,`oGwbL5DzItCwSPJVrQcGYfDdu3JA,`JSAPI,`SUCCESS,`ABC_CREDIT,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 10:39:05,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507012423455543,`868edz5_syp8ox,`oGwbL5GwbwrTv1dEYIm4WLaQYQy8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 19:38:13,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507012680052500,`6zvdb18_sypxnd,`oGwbL5O_FBTl9622gKF8ZraYSiPA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 18:08:07,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507013041712334,`66quu1m_sypthe,`oGwbL5LPQ35WTFuCtrd6DIFAXD2Q,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 09:35:03,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507013884226406,`63sbtaf_syp5qa,`oGwbL5GxDPFm8a1j1b1UfiPWZlRw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 13:50:03,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507014250196326,`7bfy22e_syphj9,`oGwbL5Ft8eJNyS_8cpbKAfJG6XuE,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 13:17:43,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507014455081552,`7bfy22e_sypg1d,`oGwbL5Ft8eJNyS_8cpbKAfJG6XuE,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 20:29:21,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507014740459516,`8dbt5ib_syq00m,`oGwbL5Gh9_xfxaR4Gsq3k2pPX_uU,`JSAPI,`SUCCESS,`OTHERS,`CNY,`7.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`7.00,`0.00,`
`2025-07-01 12:30:20,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507016570794493,`8jrdvyk_sypduc,`oGwbL5HudJXb6ztDzUtEmpd41v1c,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 17:02:37,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507017526981659,`6dr1t5v_sypqg5,`oGwbL5EQR6BDwKoPCf02_1zJ00Kg,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 19:32:36,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507018047910908,`63sbtaf_sypxe7,`oGwbL5GxDPFm8a1j1b1UfiPWZlRw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 21:49:10,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002671202507019122487937,`6zvdb18_syq3ps,`oGwbL5O_FBTl9622gKF8ZraYSiPA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`10.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.05000,`0.54%,`10.00,`0.00,`
`2025-07-01 19:45:50,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507010169809371,`6zj480j_sypxzw,`oGwbL5DzItCwSPJVrQcGYfDdu3JA,`JSAPI,`SUCCESS,`ABC_CREDIT,`CNY,`7.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`7.00,`0.00,`
`2025-07-01 20:52:32,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507010297745920,`6zvdb18_syq138,`oGwbL5O_FBTl9622gKF8ZraYSiPA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 21:52:16,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507010603325980,`6fej9ya_syq3uy,`oGwbL5G9lIOcFJcAUTnpCwcY-cPA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 10:32:58,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507011932788653,`6zj480j_syp8es,`oGwbL5DzItCwSPJVrQcGYfDdu3JA,`JSAPI,`SUCCESS,`PAB_CREDIT,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 12:46:26,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507012439048738,`66quu1m_sypel9,`oGwbL5LPQ35WTFuCtrd6DIFAXD2Q,`JSAPI,`SUCCESS,`OTHERS,`CNY,`7.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`7.00,`0.00,`
`2025-07-01 12:44:02,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507012949139621,`8l4j1bq_sypeh9,`oGwbL5GBul1dTd7i8MhvjX-ucdSA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 11:40:39,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507012960381055,`7659idh_sypbjg,`oGwbL5CbzNOT0FUnEKswCheOjm-8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 08:54:34,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507013478301749,`8ei3mzc_syp3up,`oGwbL5BF-W3LalUua-8ItKptM3Y8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`7.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`7.00,`0.00,`
`2025-07-01 09:08:04,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507013478301749,`8ei3mzc_syp3up,`oGwbL5BF-W3LalUua-8ItKptM3Y8,`JSAPI,`REFUND,`OTHERS,`CNY,`0.00,`0.00,`50302903822025070146912054259,`8ei3mzc_syp4hg,`7.00,`0.00,`ORIGINAL,`SUCCESS,`快递发往-陕西省延安市,`,`-0.04000,`0.54%,`0.00,`7.00,`
`2025-07-01 17:05:23,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507015392632826,`6zvdb18_sypqks,`oGwbL5O_FBTl9622gKF8ZraYSiPA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 10:36:13,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507016449603445,`66quu1m_syp8k6,`oGwbL5LPQ35WTFuCtrd6DIFAXD2Q,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 16:36:57,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507017445817885,`868edz5_sypp9c,`oGwbL5GwbwrTv1dEYIm4WLaQYQy8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`7.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`7.00,`0.00,`
`2025-07-01 14:14:13,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002672202507018592337628,`6dr1t5v_sypinh,`oGwbL5EQR6BDwKoPCf02_1zJ00Kg,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 19:40:05,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002673202507010456132846,`868edz5_sypxqn,`oGwbL5GwbwrTv1dEYIm4WLaQYQy8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 16:02:26,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002673202507010906501215,`8jrdvyk_sypnnv,`oGwbL5HudJXb6ztDzUtEmpd41v1c,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 21:30:27,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002673202507011363851704,`75y0zub_syq2uj,`oGwbL5INaVX3xzQmnvCZ-1i2jRK0,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 12:41:00,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002673202507011534050684,`8ofa8l7_sypec6,`oGwbL5M6S3RGvuqPK5HbIQx7V37k,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 09:59:28,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002673202507013059220337,`7ch64yw_syp6uu,`oGwbL5DPYZHy_J7wH8DGmjR4Ypns,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 21:37:23,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002673202507013613580812,`653qgij_syq365,`oGwbL5LBy2F_SXEZKxh7jixi4QQ0,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 12:41:18,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002673202507015264487671,`66quu1m_sypecn,`oGwbL5LPQ35WTFuCtrd6DIFAXD2Q,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 16:04:57,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002673202507017243495108,`8jrdvyk_sypns3,`oGwbL5HudJXb6ztDzUtEmpd41v1c,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 21:28:59,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002673202507018046907006,`75y0zub_syq2s3,`oGwbL5INaVX3xzQmnvCZ-1i2jRK0,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 20:14:36,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002674202507010304588103,`6zv9ave_sypzc6,`oGwbL5Ik6N77gAnLvNFh1BXP3lqc,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 18:53:22,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002674202507011016422787,`6zvdb18_sypvkt,`oGwbL5O_FBTl9622gKF8ZraYSiPA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 21:46:02,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002674202507012356274638,`6fej9ya_syq3kl,`oGwbL5G9lIOcFJcAUTnpCwcY-cPA,`JSAPI,`SUCCESS,`OTHERS,`CNY,`7.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.04000,`0.54%,`7.00,`0.00,`
`2025-07-01 16:23:34,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002674202507012971286691,`63sbtaf_sypon4,`oGwbL5GxDPFm8a1j1b1UfiPWZlRw,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 14:49:26,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002674202507013604490657,`659ksj0_sypka9,`oGwbL5G2_jpjBICYtJZSMIAYOb2U,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
`2025-07-01 16:54:29,`wxc6ff511796ec714a,`1635060558,`1639331479,`,`4200002674202507014014585557,`7659idh_sypq2n,`oGwbL5CbzNOT0FUnEKswCheOjm-8,`JSAPI,`SUCCESS,`OTHERS,`CNY,`6.00,`0.00,`0,`0,`0.00,`0.00,`,`,`快递发往-陕西省延安市,`,`0.03000,`0.54%,`6.00,`0.00,`
